序號,,聯絡地址,商店編號,綠色商店名稱,聯絡電話,分機,手機號碼,綠色商店類型,,,,,,
884,,112臺北市北投區立功街７６號Ｂ１,A001094,全家便利商店股份有限公司-和碩店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
885,,112臺北市北投區立德路１５０號Ｂ１,A001198,全家便利商店股份有限公司-和碩附店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
886,,100臺北市中正區和平西路一段８２號１樓,A001048,全家便利商店股份有限公司-和鄰店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
887,,112臺北市北投區承德路七段４００號２樓,A001074,全家便利商店股份有限公司-和聯店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
888,,111臺北市士林區福華里和豐街２號一樓,A000790,全家便利商店股份有限公司-和豐店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
889,,112臺北市北投區公館路２５９號１Ｆ,A001173,全家便利商店股份有限公司-奇岩店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
890,,104臺北市中山區林森北路３２７號,A001033,全家便利商店股份有限公司-宜興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
891,,106臺北市大安區忠孝東路四段２１６巷３１號,A001014,全家便利商店股份有限公司-延吉店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
892,,106臺北市大安區延吉街１５８號,A001212,全家便利商店股份有限公司-延安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
893,,106臺北市大安區延吉街１３５號之三，一樓,A001199,全家便利商店股份有限公司-延孝店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
894,,110臺北市信義區虎林街１６６號１樓及地下室,A000989,全家便利商店股份有限公司-忠林店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
895,,110臺北市信義區忠孝東路五段４２５號１樓及地下室,A001124,全家便利商店股份有限公司-忠信店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
896,,106臺北市大安區仁愛路４段２７巷４３號,A001044,全家便利商店股份有限公司-忠愛店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
897,,111臺北市士林區中山北路六段２０號,A000791,全家便利商店股份有限公司-忠誠店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
898,,106臺北市大安區忠孝東路３段２１７巷２弄１號１樓,A001123,全家便利商店股份有限公司-昌隆店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
899,,108臺北市萬華區昆明街１８６號１樓,A001058,全家便利商店股份有限公司-昆明店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
900,,104臺北市中山區明水路５８１巷１１號１樓,A001050,全家便利商店股份有限公司-明水店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
901,,103臺北市大同區延平北路四段１９號,A001172,全家便利商店股份有限公司-明真店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
902,,112臺北市北投區石牌里明德路９３號,A001017,全家便利商店股份有限公司-明德店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
903,,116臺北市文山區木柵路２段１０９巷２５弄２號．２－１號,A001170,全家便利商店股份有限公司-明興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
904,,106臺北市大安區仁愛路四段１５１巷３４號．３６號,A001052,全家便利商店股份有限公司-明曜店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
905,,105臺北市松山區南京東路五段１２３巷１之８號,A000905,全家便利商店股份有限公司-東光店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
906,,114臺北市內湖區安康路４８０號,A001116,全家便利商店股份有限公司-東安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
907,,100臺北市中正區信義路１段１號（部份）,A000933,全家便利商店股份有限公司-東門店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
908,,105臺北市松山區南京東路五段２９１巷８－１號,A000911,全家便利商店股份有限公司-東清店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
909,,112臺北市北投區東華街二段８８號,A000919,全家便利商店股份有限公司-東華店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
910,,112臺北市北投區西安街一段２８３號,A001002,全家便利商店股份有限公司-東陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
911,,108臺北市萬華區東園街６９７１７１之１７３之１號,A001019,全家便利商店股份有限公司-東園店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
912,,105臺北市松山區南京東路五段２９１巷１７之２號,A001036,全家便利商店股份有限公司-東寶店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
913,,104臺北市中山區林森北路１１９巷４９，５１號,A001075,全家便利商店股份有限公司-林森北路店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
914,,100臺北市中正區林森南路５７．５９號,A001211,全家便利商店股份有限公司-林森南路店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
915,,110臺北市信義區林口街１１６號,A001001,全家便利商店股份有限公司-松三店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
916,,110臺北市信義區信義路５段１５０巷２２１號,A000934,全家便利商店股份有限公司-松仁店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
917,,110臺北市信義區信義路六段７８號,A001098,全家便利商店股份有限公司-松友店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
918,,104臺北市中山區四平街４７號,A000951,全家便利商店股份有限公司-松平店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
919,,110臺北市信義區松山路１５３號,A001114,全家便利商店股份有限公司-松盛店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
920,,105臺北市松山區自強里延壽街３３０巷７弄２２號一樓,A001233,全家便利商店股份有限公司-松壽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
921,,110臺北市信義區松山路６２７號,A001156,全家便利商店股份有限公司-松德店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
922,,110臺北市信義區松山路１０７號,A000959,全家便利商店股份有限公司-松興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
923,,105臺北市松山區東光里健康路１５８號,A001135,全家便利商店股份有限公司-松醫店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
924,,104臺北市中山區松江路３６２巷４１號１樓,A000937,全家便利商店股份有限公司-松權店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
925,,104臺北市中山區長春路１００號１樓,A000972,全家便利商店股份有限公司-欣欣店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
926,,108臺北市萬華區萬大路４８６巷３９號,A001223,全家便利商店股份有限公司-武成店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
927,,111臺北市士林區德行東路２５０號１樓,A001038,全家便利商店股份有限公司-芝山店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
928,,111臺北市士林區士東路２６６巷５弄１６號,A001037,全家便利商店股份有限公司-芝玉店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
929,,112臺北市北投區石牌路一段２００號,A000691,全家便利商店股份有限公司-金石店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
930,,104臺北市中山區林森北路１０９號１樓,A001229,全家便利商店股份有限公司-金林店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
931,,114臺北市內湖區內湖路三段６０巷１０弄１號,A000967,全家便利商店股份有限公司-金湖店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
932,,104臺北市中山區雙城街１９巷２號,A001197,全家便利商店股份有限公司-金磚店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
933,,108臺北市萬華區長沙街二段５０號,A001059,全家便利商店股份有限公司-長沙店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
934,,104臺北市中山區林森北路１０７巷５４號,A000920,全家便利商店股份有限公司-長林店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
935,,105臺北市松山區敦化北路１２０巷８０號,A001034,全家便利商店股份有限公司-長城店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
936,,104臺北市中山區長春路４８號,A001228,全家便利商店股份有限公司-長春店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
937,,108臺北市萬華區壽德里長泰街２號２之１號一樓,A001049,全家便利商店股份有限公司-長泰店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
938,,104臺北市中山區伊通街１０８號１樓,A000958,全家便利商店股份有限公司-長通店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
939,,105臺北市松山區長安東路二段２１９號,A000936,全家便利商店股份有限公司-長復店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
940,,105臺北市松山區八德路四段７５８號,A000932,全家便利商店股份有限公司-信大店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
941,,110臺北市信義區松德路２８９號,A000941,全家便利商店股份有限公司-信德店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
942,,103臺北市大同區重慶北路三段３３３號,A001093,全家便利商店股份有限公司-保生店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
943,,100臺北市中正區信陽街１５號,A000915,全家便利商店股份有限公司-南陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
944,,106臺北市大安區建國南路１段１５６，１５８號,A000660,全家便利商店股份有限公司-建南店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
945,,106臺北市大安區建國南路二段１５１巷３８號１樓,A001161,全家便利商店股份有限公司-建國店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
946,,110臺北市信義區松壽路２４號,A000999,全家便利商店股份有限公司-建鑫店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
947,,111臺北市士林區福港街２８號,A001162,全家便利商店股份有限公司-後港店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
948,,115臺北市南港區研究院路２段７０巷１號,A000662,全家便利商店股份有限公司-研究院店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
949,,111臺北市士林區華榮街９７號,A001230,全家便利商店股份有限公司-美崙店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
950,,104臺北市中山區北安路８１９之１號,A001180,全家便利商店股份有限公司-美華店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
951,,115臺北市南港區重陽路１８３、１８５號１樓,A001101,全家便利商店股份有限公司-重陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
952,,103臺北市大同區重慶北路二段１１６號,A001177,全家便利商店股份有限公司-重慶北路店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
953,,100臺北市中正區重慶南路一段５８號,A000910,全家便利商店股份有限公司-重慶店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
954,,106臺北市大安區師大路７９號,A001119,全家便利商店股份有限公司-師大店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
955,,116臺北市文山區汀州路４段７７號,A000939,全家便利商店股份有限公司-師美店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
956,,112臺北市北投區振華街２號,A001024,全家便利商店股份有限公司-振華店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
957,,114臺北市內湖區瑞光路４１３號．４１５號１樓,A000985,全家便利商店股份有限公司-時代店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
958,,111臺北市士林區陽明里格致路２２號１樓,A001071,全家便利商店股份有限公司-格致店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
959,,110臺北市信義區虎林街１３２巷８１號１樓,A000661,全家便利商店股份有限公司-海華店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
960,,100臺北市中正區延平南路６８號,A000717,全家便利商店股份有限公司-郡王店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
961,,104臺北市中山區民生西路２９號,A000927,全家便利商店股份有限公司-馬偕店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
962,,106臺北市大安區仁愛路四段２６６巷１５弄１０號１樓,A000998,全家便利商店股份有限公司-國泰店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
963,,103臺北市大同區延平北路三段１１８號１樓,A000913,全家便利商店股份有限公司-國順店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
964,,115臺北市南港區舊莊街一段３巷３弄２號,A000964,全家便利商店股份有限公司-國興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
965,,112臺北市北投區清江里三合街二段４８７號１樓,A001113,全家便利商店股份有限公司-崇合店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
966,,110臺北市信義區崇德街２９號,A001192,全家便利商店股份有限公司-崇德店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
967,,105臺北市松山區五常街３６４號１樓,A001164,全家便利商店股份有限公司-常興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
968,,108臺北市萬華區康定路７３號,A001122,全家便利商店股份有限公司-康定店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
969,,114臺北市內湖區康樂街８７號,A000912,全家便利商店股份有限公司-康福店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
970,,116臺北市文山區新光路二段３０號,A001086,全家便利商店股份有限公司-梅花鹿店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
971,,112臺北市北投區中央里清江路１號，中央南路一段６３號,A001143,全家便利商店股份有限公司-清江店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
972,,110臺北市信義區信義路五段１５０巷４０１弄３１號,A001079,全家便利商店股份有限公司-祥和店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
973,,115臺北市南港區舊莊街１段１４７號,A000981,全家便利商店股份有限公司-莊研店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
974,,110臺北市信義區莊敬路３７４號,A001126,全家便利商店股份有限公司-莊敬店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
975,,106臺北市大安區通安街７７號,A000945,全家便利商店股份有限公司-通和店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
976,,111臺北市士林區通河街１４５號,A001186,全家便利商店股份有限公司-通河店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
977,,100臺北市中正區光復里衡陽路６９號一樓,A001174,全家便利商店股份有限公司-博陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
978,,106臺北市大安區基隆路二段１７２號,A001015,全家便利商店股份有限公司-喬治店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
979,,108臺北市萬華區萬大路４９３巷４８弄２３－４號及Ｂ１,A000924,全家便利商店股份有限公司-富民店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
980,,115臺北市南港區富康街８６號１Ｆ,A001091,全家便利商店股份有限公司-富康店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
981,,100臺北市中正區襄陽路７號１樓,A001090,全家便利商店股份有限公司-富陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
982,,110臺北市信義區虎林街１２０巷１４８號１樓,A001142,全家便利商店股份有限公司-富臺店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
983,,105臺北市松山區新益里富錦街５２９號一樓,A001144,全家便利商店股份有限公司-富錦店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
984,,112臺北市北投區尊賢街２６０號１Ｆ,A001214,全家便利商店股份有限公司-尊賢店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
985,,112臺北市北投區中和街３２８號１樓,A000921,全家便利商店股份有限公司-復中店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
986,,110臺北市信義區光復南路５０５號、５０７號及文昌街３２,A001158,全家便利商店股份有限公司-復昌店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
987,,104臺北市中山區林森北路１４９－１．１４９－２號１樓,A001202,全家便利商店股份有限公司-復林店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
988,,105臺北市松山區八德路四段４０號．４２號,A000982,全家便利商店股份有限公司-復盛店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
989,,104臺北市中山區復興北路５１４巷３６號１樓,A000962,全家便利商店股份有限公司-復榮店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
990,,105臺北市松山區敦化北路４巷１６號１樓,A001121,全家便利商店股份有限公司-敦北店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
991,,106臺北市大安區安和路一段１１２巷２７號,A000737,全家便利商店股份有限公司-敦安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
992,,106臺北市大安區敦化南路二段９８號,A001056,全家便利商店股份有限公司-敦南店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
993,,106臺北市大安區敦安里仁愛路四段１１２巷５號一樓,A001127,全家便利商店股份有限公司-敦新店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
994,,104臺北市中山區林森北路３３４號,A001026,全家便利商店股份有限公司-晶華店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
995,,116臺北市文山區景中街５號，七號一樓,A001104,全家便利商店股份有限公司-景中店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
996,,116臺北市文山區景文街８３號,A001217,全家便利商店股份有限公司-景文店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
997,,116臺北市文山區景興路２０２巷１４號,A000970,全家便利商店股份有限公司-景行店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
998,,116臺北市文山區羅斯福路六段２７４號,A001147,全家便利商店股份有限公司-景和店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
999,,116臺北市文山區興隆路一段２４９號１樓,A001163,全家便利商店股份有限公司-景興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1000,,115臺北市南港區福德街３７３巷６３號１樓,A001128,全家便利商店股份有限公司-港福店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1001,,114臺北市內湖區港墘路４４號,A001088,全家便利商店股份有限公司-港墘店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1002,,114臺北市內湖區麗山街３４８巷１０弄２號,A001148,全家便利商店股份有限公司-湖山店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1003,,114臺北市內湖區金湖路４９號１樓,A001149,全家便利商店股份有限公司-湖光店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1004,,114臺北市內湖區內湖路一段２８５巷１９號１樓,A001213,全家便利商店股份有限公司-湖安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1005,,114臺北市內湖區洲子街１２號,A001099,全家便利商店股份有限公司-湖運店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1006,,114臺北市內湖區文德路２１２號,A000938,全家便利商店股份有限公司-紫陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1007,,111臺北市士林區中正路２５３號１樓,A001227,全家便利商店股份有限公司-華林店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1008,,111臺北市士林區光華路２６巷３號－２,A000952,全家便利商店股份有限公司-華崗店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1009,,106臺北市大安區光復南路１１６巷２６號,A000944,全家便利商店股份有限公司-華視店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1010,,108臺北市萬華區和平里西園路二段１４０巷３２號一樓,A001176,全家便利商店股份有限公司-華園店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1011,,112臺北市北投區立德路１５號,A001047,全家便利商店股份有限公司-華碩店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1012,,116臺北市文山區景華街７５號,A001207,全家便利商店股份有限公司-華德店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1013,,108臺北市萬華區貴陽街二段１８２號，１８４號,A001108,全家便利商店股份有限公司-貴陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1014,,100臺北市中正區開封街一段４１號１樓,A000984,全家便利商店股份有限公司-開封店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1015,,100臺北市中正區黎明里懷寧街１７號１樓,A000995,全家便利商店股份有限公司-開懷店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1016,,臺北市立農街二段１５５號１樓,A001450,全家便利商店股份有限公司-陽大店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1017,,114臺北市內湖區瑞光路２１０號,A000925,全家便利商店股份有限公司-陽光店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1018,,116臺北市文山區光輝路７號,A000923,全家便利商店股份有限公司-順輝店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1019,,104臺北市中山區南京東路二段１１號,A001130,全家便利商店股份有限公司-匯豐店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1020,,100臺北市中正區廈門街５２號,A001007,全家便利商店股份有限公司-廈門店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1021,,105臺北市松山區市民大道四段５１號１樓,A000696,全家便利商店股份有限公司-微風店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1022,,110臺北市信義區中坡南路２２９號,A001109,全家便利商店股份有限公司-新中坡店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1023,,114臺北市內湖區成功路２段４２０號,A001129,全家便利商店股份有限公司-新內湖店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1024,,116台北市文山區景華街３巷２號１樓及Ｂ１,A001060,全家便利商店股份有限公司-新文華店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1025,,104臺北市中山區正義里新生北路一段１１２號,A000916,全家便利商店股份有限公司-新生店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1026,,106臺北市大安區新生南路一段１６３號,A000469,全家便利商店股份有限公司-新生南路店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1027,,104臺北市中山區南京西路１２巷１號１樓,A000948,全家便利商店股份有限公司-新光店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1028,,106臺北市大安區瑞安街２７４號１樓,A000703,全家便利商店股份有限公司-新安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1029,,115臺北市南港區玉成街１７６巷１號,A000997,全家便利商店股份有限公司-新成鑫店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1030,,110臺北市信義區興雅里忠孝東路五段７１巷８號壹樓,A001225,全家便利商店股份有限公司-新忠隆店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1031,,100臺北市中正區龍福里南昌路一段４９號一樓,A001150,全家便利商店股份有限公司-新昌店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1032,,115臺北市南港區昆陽街１４５號,A001201,全家便利商店股份有限公司-新昆陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1033,,105臺北市松山區新東街１４號,A000692,全家便利商店股份有限公司-新東店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1034,,104台北市中山區林森北路６３０號１樓,A001010,全家便利商店股份有限公司-新林森店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1035,,110臺北市信義區虎林街６１－４號,A000702,全家便利商店股份有限公司-新松林店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1036,,110臺北市信義區松山路２８１號１樓,A001112,全家便利商店股份有限公司-新松春店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1037,,112臺北市北投區關渡里知行路２３７號,A001032,全家便利商店股份有限公司-新知行店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1038,,108臺北市萬華區青年路６號,A000906,全家便利商店股份有限公司-新青年店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1039,,108臺北市萬華區峨眉街８２號１樓,A000929,全家便利商店股份有限公司-新峨嵋店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1040,,104臺北市中山區聚盛里民生東路一段４１號一樓,A000734,全家便利商店股份有限公司-新泰店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1041,,105臺北市松山區南京東路四段１３３巷９弄２號,A001016,全家便利商店股份有限公司-新健康店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1042,,100台北市中正區中華路二段３０７巷４６號,A001131,全家便利商店股份有限公司-新惠安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1043,,114臺北市內湖區新湖二路２５０巷８號１樓,A001152,全家便利商店股份有限公司-新湖店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1044,,110臺北市信義區信義路四段４０７號壹樓,A001137,全家便利商店股份有限公司-新貿店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1045,,111臺北市士林區中正路３２９號,A001179,全家便利商店股份有限公司-新陽明店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1046,,114臺北市內湖區堤頂大道２段４０７巷２６號一樓,A001009,全家便利商店股份有限公司-新瑞店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1047,,104臺北市中山區恆安里農安街２６之３號一樓,A000993,全家便利商店股份有限公司-新農店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1048,,105臺北市松山區龍田里延壽街４００號１樓,A001166,全家便利商店股份有限公司-新壽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1049,,112臺北市北投區吉利里實踐街５１號１樓,A001054,全家便利商店股份有限公司-新實店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1050,,116臺北市文山區福興路６５號,A000782,全家便利商店股份有限公司-新福興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1051,,106臺北市大安區敦化南路二段２６１號,A000992,全家便利商店股份有限公司-新遠企店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1052,,104台北市中山區德惠街１６－７號,A000956,全家便利商店股份有限公司-新德城店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1053,,104台北市中山區農安街８６號１樓,A001084,全家便利商店股份有限公司-新稻江店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1054,,103臺北市大同區延平北路三段２５之３號,A000961,全家便利商店股份有限公司-新橋店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1055,,108臺北市萬華區和德里興義街４１號１樓,A001160,全家便利商店股份有限公司-新興義店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1056,,100台北市中正區汀州路一段２４４號,A001013,全家便利商店股份有限公司-新龍口店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1057,,114臺北市內湖區瑞光路５１０號１樓,A001208,全家便利商店股份有限公司-瑞光店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1058,,106臺北市大安區瑞安街１３５巷２８號１樓,A001012,全家便利商店股份有限公司-瑞和店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1059,,114臺北市內湖區港墘里瑞光路５１３巷３９號１樓,A001146,全家便利商店股份有限公司-瑞湖店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1060,,114臺北市內湖區文德路９０巷４９號,A000556,全家便利商店股份有限公司-瑞陽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1061,,103臺北市大同區民生西路６３號,A001139,全家便利商店股份有限公司-萬全店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1062,,116臺北市文山區萬安街１７號,A001155,全家便利商店股份有限公司-萬安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1063,,108臺北市萬華區西寧南路１５５號１樓,A000689,全家便利商店股份有限公司-萬年店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1064,,116臺北市文山區羅斯福路五段２１８巷３８弄２號１樓,A001200,全家便利商店股份有限公司-萬和店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1065,,108臺北市萬華區峨嵋街２１號１樓,A001103,全家便利商店股份有限公司-萬國店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1066,,116臺北市文山區萬祥里羅斯福路五段２６３號一樓,A001064,全家便利商店股份有限公司-萬隆店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1067,,106臺北市大安區信義路４段１之１０．１之１１號,A000978,全家便利商店股份有限公司-義興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1068,,111臺北市士林區葫東里重慶北路四段１８８號一樓,A000712,全家便利商店股份有限公司-葫東店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1069,,111臺北市士林區延平北路五段２８３之１號,A000950,全家便利商店股份有限公司-葫蘆店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
1070,,116臺北市文山區木柵路一段９１號９３號一樓,A001065,全家便利商店股份有限公司-試院店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
